Topic,Count,Name,Representation,Representative_Docs
-1,3595,-1_力_事故_ふう_わけ,"['力', '事故', 'ふう', 'わけ', '会', '日本', '性', '御', '国', '者']","['だったら今までの誤解を解いてそういうことをしっかりと広報してもっと原子力を使ったらどうですか', 'そうすると私はもう必然的に原子力これは避けて通れないだろうこういうふうに考えております', '原子力発電所がああした事故が起こらないということはないんだということは私たちはこれは体験をしているわけであります']"
0,4475,0_力_事故_ふう_わけ,"['力', '事故', 'ふう', 'わけ', '日本', 'エネルギー', '国', '性', '政策', '電力']","['しかし一番安全を大前提に進めてきた原子力が安全でなかったからこれだけの審議と論議になり大きな見直しが必要とされているんです', '○内閣総理大臣（野田佳彦君）むやみやたらに協力をするということじゃなくて今外務大臣の答弁にもありましたけれども相手国の事情それぞれの原子力政策あるいは核不拡散に対する姿勢等々そういうものを勘案をしながら一方で我が国はこれ中長期には脱原発依存ということでありますけれどもどうしても原子力政策をその国のエネルギー政策の柱に置いている国がどうしても現実にはあるという中においてそのときにまさに国際的な原子力の安全向上に資するという観点からやっているということは是非御理解をいただきたいというふうに思います', '私も原子力は必要だ原子力は日本の国に必要だという立場でありますがでもしっかりちゃんとやろうということをずっと言っているんです']"
1,1136,1_力_者_事故_国,"['力', '者', '事故', '国', '事業', '損害', '会', '政府', '性', '法']","['国としての責任を果たし被害者への迅速かつ適切な賠償を実現するため原子力損害賠償支援機構法案に基づいて支援をしてまいりたい', 'このため原子力のエネルギー利用に関する基本原則として国及び原子力事業者が安全神話に陥り東京電力福島第一原子力発電所の事故を防止することができなかったことを真摯に反省した上で原子力事故の発生を常に想定しその防止に向けて最大限努力することエネルギーとしての原子力利用に当たっては電気の安定供給の確保カーボンニュートラルの実現エネルギー供給の自律的向上に資するよう国が必要な措置を講ずる責務を有すること安全性の確保を前提に原子力事故の防止に万全の措置を講じ国民からの信頼確保立地地域の課題解決に向けた取組を推進することなどを原子力基本法に明記する改正案を提出いたしました', '国としての責任を果たし被害者への迅速かつ適切な賠償を実現するため原子力損害賠償支援機構法案に基づいて支援をしてまいりたい']"
2,100,2_事故_力_人類_パネル,"['事故', '力', '人類', 'パネル', '国家', 'チェルノブイリ', '工程', '日本', '教訓', 'イギリス']","['事故の起きた原発だけではありません', '原発事故が大きな影響を果たしていると思います', '原発の事故隠しは今に始まったことではありません']"
3,56,3_第_事故_震災_水,"['第', '事故', '震災', '水', '東', '日本', '電力', '東京', '取扱い', '対策']","['また二〇一一年の福島第一原発事故を決して忘れてはなりません', '日本は福島第一原発事故を経験しました', '第一に東日本大震災と東電福島第一原発事故を契機とすると言いながらその教訓を酌み取っていません']"
4,27,4_中長期_方向_対立_項,"['中長期', '方向', '対立', '項', '最大', '脱', '性', '力', '基本', '過半']","['原子力発電については脱原発と推進という二項対立でとらえるのではなく中長期的には原発への依存度を可能な限り引き下げていくという方向性を目指すべきと考えております', '原子力発電については脱原発と推進という二項対立でとらえるのではなく中長期的には原発への依存度を可能な限り引き下げていくという方向性を目指すべきと考えております', '原子力発電については脱原発と推進という二項対立でとらえるのではなく中長期的には原発への依存度を可能な限り引き下げていくという方向性を目指すべきと考えております']"
5,14,5_状態_西村_海外_力,"['状態', '西村', '海外', '力', '人材', 'ふう', '世界', '', '', '']","['こんな状態でどうして世界一安全な原発を提供できると言えるんでしょうか', 'このような状態でどうして原発の再稼働について国民の理解が得られるでしょうか', 'このような状態でどうして原発の再稼働について国民の理解が得られるでしょうか']"
6,14,6_野党_法_案_基本,"['野党', '法', '案', '基本', '党', '東京', '教訓', '第', '電力', '立憲']","['東京電力福島第一原発事故の教訓に立って野党が共同提案して提出している原発ゼロ基本法再エネの四法案を審議実現すべきだということを改めて申し上げておきたいと思います', '東京電力福島第一原発事故の教訓に立って野党が共同提案して提出している原発ゼロ基本法再エネの四法案を審議実現すべきだということを改めて申し上げておきたいと思います', '東京電力福島第一原発事故の教訓に立って野党が共同提案して提出している原発ゼロ基本法再エネの四法案を審議実現すべきだということを改めて申し上げておきたいと思います']"
7,12,7_ふう_副_猪口_黄門,"['ふう', '副', '猪口', '黄門', '印籠', '水戸', 'つもり', 'ただ今', '肢', 'サイクル']","['こうした観点から政府としては今国会におきましてこれらの原子力協定を早期に御承認をいただきたいというふうに考えているところでありますけれども先ほど猪口先生が補強していただきましたけれども確かにＮＳＧの関係もございます', 'この原子力基本法に関しても今副大臣がおっしゃった三・一一安全神話その反省そこは書き込むことは私はいいというふうに思うんですけれどもそれ以外の部分に関して今後本当に間違った方向に突き進んでいくそのための水戸黄門の印籠みたいになってしまうんじゃないかということを大変懸念する立場でありますので是非副大臣にはそういうことを私はお伝えさせていただいて間違った法改正になるというふうに私は考えます', 'この原子力基本法に関しても今副大臣がおっしゃった三・一一安全神話その反省そこは書き込むことは私はいいというふうに思うんですけれどもそれ以外の部分に関して今後本当に間違った方向に突き進んでいくそのための水戸黄門の印籠みたいになってしまうんじゃないかということを大変懸念する立場でありますので是非副大臣にはそういうことを私はお伝えさせていただいて間違った法改正になるというふうに私は考えます']"
8,11,8_所_事故_力_教訓,"['所', '事故', '力', '教訓', 'とおり', '東京', '第', '電力', '', '']","['東京電力福島第一原子力発電所事故の教訓でもあるとおり万が一の原子力発電所の事故に対応するための備えに終わりや完璧はありません', '東京電力福島第一原子力発電所事故の教訓でもあるとおり万が一の原子力発電所の事故に対応するための備えに終わりや完璧はありません', '東京電力福島第一原子力発電所事故の教訓でもあるとおり万が一の原子力発電所の事故に対応するための備えに終わりや完璧はありません']"
