Topic,Count,Name,Representation,Representative_Docs
-1,1975,-1_性_事故_御_中,"['性', '事故', '御', '中', '会', '国', '福島', 'わけ', 'エネルギー', '第']","['そのときには今回の東京電力の福島原子力発電所における事故の原因の検証これが前提になりますしあるいはエネルギー資源をめぐる我が国の状況これも考えなきゃいけないあるいはまた再生可能エネルギーの普及の可能性また諸外国の取組状況この辺をベースにしたしっかりとした議論をしていくことだというふうに思っております', 'その中で原子力発電所の事故に関する損害賠償この見直しについては先ほど答弁を申し上げましたがこれはエネルギー政策を勘案しつつ現在進行中の福島の賠償の実情を踏まえ総合的に検討を進めていくその中で最終的には国が責任を果たすべきことはしっかり果たしていくということを申し上げているわけで明確に答弁をしているというふうに思います', 'なお福島第二原発については今後のエネルギー政策の状況や地元の様々な御意見等を総合的に勘案しながら事業者が判断を行うものと考えております']"
0,3083,0_エネルギー_御_中_大臣,"['エネルギー', '御', '中', '大臣', '性', 'わけ', '国', '問題', '事故', '国務']","['○枝野国務大臣事業者事業主体においても国の方が電力政策原発政策当然のことながらこの再処理問題についてゼロベースで議論をしている', '○枝野国務大臣事業者事業主体においても国の方が電力政策原発政策当然のことながらこの再処理問題についてゼロベースで議論をしている', '○国務大臣（松本剛明君）御指摘の我が国の原子力政策についてでありますけれども御案内のとおり福島第一原子力発電所につきましては現在政府として対応中でありますので我が国の原子力政策について現時点で確定的なことを申し上げることは差し控えたいとこのように考えておりますが私自身も申し上げてまいりましたし原子力は我が国を含む国際社会において重要なエネルギー源であるということは変わりないものというふうに考えております']"
1,802,1_等_国_者_会,"['等', '国', '者', '会', '性', '事故', '損害', '研究', '所', '政策']","['この機構法は被害者への迅速かつ適切な損害賠償のための万全の措置東京電力福島原子力発電所の状態の安定化及び事故処理に取り組む関連事業者等への悪影響の回避そして電力の安定供給という三つの命題を確保するため国民負担の最小化を図ることを基本として東京電力の損害賠償支払いに関する支援を行うものであり適切に執行してまいりたいと考えております', '今後原子力規制委員会によって安全性が確認された段階で立地自治体等関係者の理解と協力を得るため事業者任せにするのではなく国も前面に出て誠実に説明していくことが必要と考えております', 'この機構法は被害者への迅速かつ適切な損害賠償のための万全の措置東京電力福島原子力発電所の状態の安定化及び事故処理に取り組む関連事業者等への悪影響の回避そして電力の安定供給という三つの命題を確保するため国民負担の最小化を図ることを基本として東京電力の損害賠償支払いに関する支援を行うものであり適切に執行してまいりたいと考えております']"
2,143,2_福島_最_第_経済,"['福島', '最', '第', '経済', '水', '課題', '事故', '産業', '全力', '所']","['そして東京電力福島第一原発原子力発電所の廃炉・汚染水・処理水対策と福島の復興は経済産業省の最重要課題であります', '福島の復興は経済産業省の最重要課題でありそのためには東京電力福島第一原子力発電所の廃炉汚染水対策を着実に進めていくことが必要です', 'そして東京電力福島第一原発原子力発電所の廃炉・汚染水・処理水対策と福島の復興は経済産業省の最重要課題であります']"
3,113,3_地域_災害_福島_中長期,"['地域', '災害', '福島', '中長期', '者', '本格', '事故', '方々', '被害', '県']","['また福島における原子力災害被災地域では本格的な復興再生に向けて今後も中長期的に対応していく必要があります', '福島の原子力災害被災地域における復興再生は中長期的対応が必要であるというふうに思っております', '福島の原子力災害被災地域における復興再生は中長期的対応が必要であるというふうに思っております']"
4,14,4_ロシア_攻撃_ウクライナ_ザポリージャ,"['ロシア', '攻撃', 'ウクライナ', 'ザポリージャ', '即座', '行為', '施設', '暴挙', '一連', '所']","['ウクライナのザポリージャ原子力発電所への攻撃については福島第一原発を原発事故を経験した我が国としてこのようなロシアの暴挙断じて認められず強く非難をいたします', 'ウクライナのザポリージャ原子力発電所への攻撃については福島第一原発を原発事故を経験した我が国としてこのようなロシアの暴挙断じて認められず強く非難をいたします', 'ウクライナのザポリージャ原子力発電所への攻撃については福島第一原発を原発事故を経験した我が国としてこのようなロシアの暴挙断じて認められず強く非難をいたします']"
5,14,5_性_会_水準_基準,"['性', '会', '水準', '基準', '世界', '所', '中', '', '', '']","['一方で規制委員会によりまして安全性が確認された原発についてはその判断を尊重して再稼働を進めていきたいと思っております', '一方で規制委員会によりまして安全性が確認された原発についてはその判断を尊重して再稼働を進めていきたいと思っております', '一方で規制委員会によりまして安全性が確認された原発についてはその判断を尊重して再稼働を進めていきたいと思っております']"
6,13,6_機関_国際_英知_米国,"['機関', '国際', '英知', '米国', '早期', '世界', '事故', '綿密', '国', '各国']","['事故の早期収束に向けて世界の英知を結集することが重要であり米国などの関係国や国際原子力機関などの国際機関との密接な連携協力を推進してまいります', '事故の早期収束に向けて世界の英知を結集することが重要であり米国などの関係国や国際原子力機関などの国際機関との密接な連携協力を推進してまいります', '事故の早期収束に向けては世界の英知を結集することが重要であり米国などの関係国や国際原子力機関などの国際機関と密接な連携協力を進めてまいります']"
7,13,7_災害_長期_震災_取組,"['災害', '長期', '震災', '取組', '複合', '地震', '津波', '総合', '対策', '福島']","['未曽有の大災害であるこの震災や原子力災害からの復興には多くの困難が伴うと同時に長期にわたっての取組も必要となります', '未曽有の大災害であるこの震災や原子力災害からの復興には多くの困難が伴うと同時に長期にわたっての取組も必要となります', '未曽有の大災害であるこの震災や原子力災害からの復興には多くの困難が伴うと同時に長期にわたっての取組も必要となります']"
8,11,8_他国_主権_日本_ドイツ,"['他国', '主権', '日本', 'ドイツ', '所', '会', '肢', '不', '施設', '電力']","['私は日本の原子力発電を信じていますけれども安全と安心は違います', '他国のことですから他国が主権に基づいて原子力発電所を造ることについて私たちが何か言うことではないかもしれません', '他国のことですから他国が主権に基づいて原子力発電所を造ることについて私たちが何か言うことではないかもしれません']"
