Topic,Count,Name,Representation,Representative_Docs
-1,3716,-1_御_事故_中_性,"['御', '事故', '中', '性', 'わけ', '福島', '者', '問題', '会', 'エネルギー']","['ただその後の東京電力の対応問題については原発事故を起こしたことの責任に基づく部分についての問題とそれからその事故を起こした後の例えば被害者の皆さんに対する対応の在り方とか原発事故によって需給が非常に苦しくなったということに対する対応あるいは料金の値上げをせざるを得ない状況になったことによる対応こうした対応については原発事故については政府にも大きな責任があるということを踏まえながらもしかしここは電力事業に対する所管官庁としてこれは厳しくやらなきゃいけないと思っておりましてここは私自身先ほど申しましたとおりその原発事故当時の違う立場でありますが当事者の一人でありますのでそのことについての問題とあるいは東電に対する厳しい指摘とその後の東電の様々な対応に対する指摘というのはしっかりと分けてさせていただいているつもりでおります', '東電の場合はこの福島第一原発の事故処理こういう大きな問題を抱えているわけでありますがでは電力の安定供給はもう諦めていいこういうことにはならないんだと思います', 'そういった意味も含めまして今回のエネルギー基本計画におきまして東京電力福島第一原子力発電所事故で被災された方々の心の痛みにしっかりと向き合い寄り添い福島の復興再生を全力でなし遂げることがエネルギー政策を構築するための出発点であり東京電力福島第一原子力発電所事故によって被災者の皆様を初めとする国民の皆様に多大な困難を強いる事態を招いてしまったこと事故の発生を防ぐことができなかったことを深く反省しなければならないこういう政府の姿勢は変わっていないこのように考えております']"
0,1042,0_エネルギー_エネ_性_核,"['エネルギー', 'エネ', '性', '核', 'インド', '燃料', '最大', '国務', '電源', '肢']","['今回のカーボンニュートラルを目指す中であっても確立した脱炭素電源であって数年にわたって国内保有燃料だけで発電可能な準国産エネルギー源である原子力の活用そして徹底した省エネルギーそして脱炭素国産エネルギー源である再生可能エネルギーの最大導入に取り組んできたところであり今後も着実に進めていくことが必要であります', 'いずれにしましてもこのカーボンニュートラルＧＸの実現とエネルギーの安定供給を両立をすべくこの基本方針に基づきまして徹底した省エネを進めながらそして再エネ原子力双方こうした脱炭素電源への転換を進めていきたいというふうに考えております', 'そうした中で私どもエネルギーの安定供給と脱炭素化ＧＸを進めてカーボンニュートラルを実現していくそのためにあらゆるエネルギー源これは再エネも原子力も含めて活用するということが重要であるというふうに認識をしております']"
1,833,1_御_会_わけ_性,"['御', '会', 'わけ', '性', '中', 'さん', '者', '問題', '法', '事故']","['今後原子力規制委員会での安全性が確認された段階におきまして立地自治体等関係者の理解を得ながらそしてまた国としてもしっかりと説明しながら規制委員会において安全適合と判断されたものに関してはそれを尊重していきたいそのように考えております', 'これから原子力規制庁だけではなくて原子力安全調査委員会調査委員と委員会というのをつくるわけでありますけれどもその委員も国会同意人事にしたいというふうに思っておりますがそこも含めてどういう形で国民の皆さんにそれを判断していただけるのか客観的に政府の中でそれを検証していけるのかということについてあり方をちょっと検討してみたいというふうに思います', '福島第二原発については今後のエネルギー政策の状況や新規制基準への対応地元の様々な御意見等も総合的に勘案しながら事業者が判断を行うものと考えておりますが現在の福島県の皆さんの心情を考えると現時点において適合性審査が行われている十原発十七基等他の原発と同列に扱うことは難しいと認識をいたしております']"
2,169,2_者_損害_事業_制度,"['者', '損害', '事業', '制度', '法', 'ｃｓｃ', '会', '事故', '被害', '国民']","['その結果報告書においては「原子力事業者が適切な賠償を行い被害者の保護を確実に行うためには原子力事業者の予見可能性の確保と事業の円滑な運営にも留意する必要がありこれらをもって国民生活の安定と国民経済の健全な発展に寄与する」として目的規定を変更するべきとの結論には至らなかったと承知をしております', '原子力の開発利用を進めるに当たっては安全の確保を図ることが大前提でありますがさらに万が一の際における損害賠償制度を充実し被害者の保護と原子力事業の健全な発達に資することが必要であります', '原子力の開発利用を進めるに当たっては安全の確保を図ることが大前提でありますがさらに万が一の際における損害賠償制度を充実し被害者の保護と原子力事業の健全な発展に資することが必要であります']"
3,162,3_世界_政策_事故_国際,"['世界', '政策', '事故', '国際', '福島', 'エネルギー', '第', '岸田', '社会', '総合']","['福島第一原発事故の経験と教訓を世界に共有することにより世界の原子力安全の向上に貢献していくことが我が国の責務であると考えております', '政府としては今回の東京電力福島第一原子力発電所の事故を踏まえ事故の経験と教訓を世界と共有することが重要でありこれにより国際的な原子力安全の向上に貢献していくことは我が国が果たすべき責務と考えております', '○岸田国務大臣まず我が国は福島第一原発事故の経験と教訓これをしっかりと世界と共有しそして世界の原子力安全の向上に貢献していく']"
4,103,4_災害_福島_地域_者,"['災害', '福島', '地域', '者', '損害', '中長期', '本格', '被害', '事故', '責任']","['また福島における原子力災害被災地域では本格的な復興再生に向けて今後も中長期的に対応していく必要があります', 'また福島における原子力災害被災地域では本格的な復興再生に向けて今後も中長期的に対応していく必要があります', 'また福島における原子力災害被災地域では本格的な復興再生に向けて今後も中長期的に対応していく必要があります']"
5,86,5_福島_第_最_所,"['福島', '第', '最', '所', '東京', '事故', '電力', '神話', '課題', 'リスク']","['原子力については安全神話に陥ってしまった東京電力福島第一原子力発電所事故の反省を踏まえいかなる場合もゼロリスクはないとの認識に立ち安全性の確保を最優先として取り組んでまいります', '原子力については安全神話に陥ってしまった東京電力福島第一原子力発電所事故の反省を踏まえいかなる場合もゼロリスクはないとの認識に立ち安全性の確保を最優先として取り組んでまいります', '原子力については安全神話に陥ってしまった東京電力福島第一原子力発電所事故の反省を踏まえいかなる場合もゼロリスクはないとの認識に立ち安全性の確保を最優先として取り組んでまいります']"
6,35,6_性_会_方針_観点,"['性', '会', '方針', '観点', '基準', '仕組み', '期間', '経年', '政策', '科学']","['利用政策の観点からの運転期間の判断がどうであろうとも高い独立性を有する原子力規制委員会が厳格な安全審査を行い規制基準への適合性が確認できなければ運転は一切認められない大前提に変わりはありません', 'すなわち利用政策の観点からの運転期間の判断がどうであろうとも独立性の高い原子力規制委員会が厳格な安全審査を行い規制基準への適合性が確認できなければ運転は一切認められない大前提に全く変わりはありません', 'そして規制委員会において安全性が確認できない原発を動かすことはできない']"
7,25,7_ロシア_攻撃_暴挙_行為,"['ロシア', '攻撃', '暴挙', '行為', 'ウクライナ', '即座', '占拠', '所', 'ザポリージャ', '蛮行']","['原発の攻撃を含めロシアによる一連の行為は国際法違反であり決して許されない暴挙です', '原発の攻撃を含めロシアによる一連の行為は国際法違反であり決して許されない暴挙です', 'この原発に対する攻撃占拠を含めましてロシアの一連の行為決して許されない暴挙でありロシアに対してこのような蛮行を即座に停止するように求めるところであります']"
8,10,8_自主_者_方々_一日,"['自主', '者', '方々', '一日', '事故', '子供', '東', '丸', '全力', '住民']","['○渡辺国務大臣現在福島第一原発の被災者支援については指示避難者であるか自主避難者であるか帰還の意思があるか又はないかを問わず全ての被災者に対して行われることが大変重要だそのように思っております', '○国務大臣（根本匠君）自主避難者を含めて原発事故で被災した方々への支援これ私大変重要な課題だと認識をしております', '○根本国務大臣自主避難者の方も当然でありますが自主避難者の方を含め原発事故で被災した方々への支援これは我々としても大変重要な問題だと認識をしております']"
