Topic,Count,Name,Representation,Representative_Docs
-1,318,-1_リョク_フクシマ_国_クニ,"['リョク', 'フクシマ', '国', 'クニ', 'ショ', 'エネルギー', '御', 'ジコ', '事故', '性']","['だからこそ、福島の復興、そしてこの東京電力福島第一原発の廃炉・汚染水・処理水対策、国にとりましても、また経産省にとりましても最重要課題というふうに認識をしております', '\r\n\u3000日本は、福島の東京電力福島第一原発の事故があり、日本のエネルギー政策、大きな転換を図られたわけでございますが、なかなか再生可能エネルギーを実現化するということに大変いろいろな意味で様々な障壁があったというふうに思っております', '○国務大臣（松本剛明君）\u3000御指摘の我が国の原子力政策についてでありますけれども、御案内のとおり、福島第一原子力発電所につきましては現在政府として対応中でありますので、我が国の原子力政策について現時点で確定的なことを申し上げることは差し控えたいと、このように考えておりますが、私自身も申し上げてまいりましたし、原子力は我が国を含む国際社会において重要なエネルギー源であるということは変わりないものというふうに考えております']"
0,258,0_リョク_中_ナカ_フー,"['リョク', '中', 'ナカ', 'フー', 'フウ', 'ふう', 'フクシマ', '御', '訳', 'わけ']","['\r\n\u3000現状、電力供給の三割ぐらいが日本における原子力エネルギーということだと思いますけれども、そういった意味で、地球環境の問題、また経済、こういったものを両立させるという意味で、今後とも重要であるというふうに考えております', '\r\n\u3000まず初めに、福島の原発事故以来、我が国のエネルギー政策は大きな見直しを迫られているわけでございますけれども、ただ、依然として、原発に対する信頼というのは完全に回復したわけではございませんし、同時に、地元を回りましても、いろいろな企業から、早く安定した電力、もっと安い電力を供給してほしいという非常に強い要望もたくさんいただいているところでございまして、我々は、政治の場でしっかりと判断をして、そして、政府も責任を持ってエネルギーの安定供給と安全性を高めていくという、両方のことをしっかりとやっていかなければいけないというわけでございます', 'やはり、原子力防災にはしっかり対応すべきだ、そのためには早く指針をつくるべきだと言わざるを得ないわけで、その一つ一つをもってこれは原子力委員会の中に立ち入っているというふうに言われてしまうと、政府としてどうなんだということになるという面があるというのも、日々、私がいろいろな質問を受ける中で感じておるんです']"
1,176,1_御_リョク_イイン_委員,"['御', 'リョク', 'イイン', '委員', '国', '性', '会', 'クニ', 'さん', 'フクシマ']","['三月十一日の原子力発電所の事故について十分お知りになった上で、なおかつ、相対的なものだとは思いますけれども、我が国の例えば民間企業の技術などについて、その国がしっかりと運用を行うことによって国民の安全を確保しながら利用できるということを御判断をされることについて、私どもは我が国の三月十一日の経験を踏まえてより安全性を高めることについて我が国としてできることについて御協力をするということは、私は矛盾はしていないと思っております', 'この安全性につきましては、まさに独立しました原子力規制委員会において作ったものでありますので、政府としてはコメントを差し控えたいと思います', '\r\n\u3000今般、この一連の中で、原子力安全委員会の機能を更に高めるべく私どもとしても努力しておりまして、独自に調査することも含めて、この安全性のチェックに原子力安全委員会の機能を更に効率的にやっていくことができるように尽くしてまいりたいと思っております']"
2,89,2_エネルギー_エネ_ゲン_リョク,"['エネルギー', 'エネ', 'ゲン', 'リョク', 'エネルギー-energy', '電源', 'デンゲン', 'ｇｘ', '脱炭', 'ダッタン']","['\r\n\u3000エネルギーの安定供給ということにも私ども責任を持たなきゃいけないという中で、再エネか原子力かという二元論でどっちが大事だということではなくて、この日本の状況を鑑みてあらゆる選択肢を追求していくという中で、再エネも最大限導入しますし、原子力についても安全性の確保を大前提とした上で再稼働を進め、また、より安全の確保をする装置を組み込んだ次世代の革新炉についても開発、建設を進めていくというのが私どもの方針でございます', '\r\n\u3000そのため、電力分野では確立した脱炭素電源であり、数年にわたって国内保有燃料だけで発電可能な準国産エネルギー源である原子力を最大限活用するとともに、脱炭素の国産エネルギー源である再エネの最大限導入を進めていくことが重要であります', '\r\n\u3000いずれにしましても、このカーボンニュートラル、ＧＸの実現とエネルギーの安定供給を両立をすべく、この基本方針に基づきまして、徹底した省エネを進めながら、そして再エネ、原子力、双方、こうした脱炭素電源への転換を進めていきたいというふうに考えております']"
3,88,3_リョク_シャ_者_会,"['リョク', 'シャ', '者', '会', '委員', 'イイン', '性', '損害', 'ソンガイ', '事業']","['\r\n\u3000そして、御指摘の事業者の責任、これを有限にする、責任の問題でありますが、これについては、平成三十年の原子力損害賠償法の改正に際し、事業者と国の責任の在り方についても検討をし、有限責任とすることは様々な課題があることから、事業者の無限責任を維持することが妥当とされたと承知をしております', '\r\n\u3000その上で、今後の損害賠償措置額のあり方については、迅速かつ公正な被害者への賠償の実施、国民負担の最小化、原子力事業者の予見可能性の確保などといった観点も踏まえつつ、必要に応じて、私ども文部科学省を中心に検討を継続させていただきたいと考えております', 'しかし、政府としては、原子力事業者と共同して原子力政策を推進してきた国の社会的な責任を踏まえ、被害者が迅速かつ適切な賠償を受けられるよう万全を期すこととしたものであります']"
4,17,4_国_クニ_平和_ジコ,"['国', 'クニ', '平和', 'ジコ', '事故', '国際', 'コクサイ', 'リョク', '教訓', 'フクシマ']","['\r\n\u3000あの福島の事故を経験をいたしまして、その経験、反省、さらにはその後の事故後対応等々も含めて、我が国として世界の原子力の平和的、安全な利用に貢献をしていく、このことは我が国の責務である、このように考えております', '\r\n\u3000そして、こうした福島第一原発の悲惨な経験をした我が国だからこそ、この知見や経験を国際社会と共有して、原子力の平和利用の安全のためにしっかり貢献していく、これは我が国の責務だと考えています', '\r\n\u3000そして、その上で、我が国としましては、あの福島第一原発事故という悲惨な事故を経験した立場から、その経験あるいは知見、これを国際社会と共有することによって原子力の平和利用の安全についてしっかりと貢献をしていく責務があるということ、これを再三申し上げているところであります']"
5,17,5_フクシマ_復興_政府_サイガイ,"['フクシマ', '復興', '政府', 'サイガイ', '災害', '一丸', 'イチガン', 'チイキ', '地域', '事故']","['東京電力福島第一原子力発電所事故の教訓をしっかりと胸に刻み、今後も安全神話にとらわれることなく、内閣府特命担当大臣として、関係自治体等と一体となり、各地域での防災訓練等を通じて地域防災計画、避難計画の継続的な充実強化等を図り、原子力災害対応の実効性向上に取り組んでまいります', '東京電力福島第一原子力発電所事故の教訓をしっかりと胸に刻み、今後も安全神話にとらわれることなく、内閣府特命担当大臣として、関係自治体等と一体となり、各地域での防災訓練等を通じて地域防災計画、避難計画の継続的な充実強化等を図り、原子力災害対応の実効性向上に取り組んでまいります', '\r\n\u3000また一方で、福島の原子力災害被災地域の復興再生には中長期的な対応が必要であると考えており、国が前面に立って取り組むことが必要であります']"
6,15,6_シセツ_施設_〇一一年東電福島第一原子力発電所_ｍｏｘ,"['シセツ', '施設', '〇一一年東電福島第一原子力発電所', 'ｍｏｘ', '燃料', '国務', 'コクム', 'プルトニウム', 'エダノ', '英国']","['\r\n\u3000我が国は、資源の有効利用の観点から、原子力発電所から出る使用済燃料を再処理し、回収されるプルトニウム等を有効利用する核燃料サイクルを推進していますが、現在は、使用済燃料の再処理体制が十分ではないため、これまで、その再処理の大半をイギリスやフランスなどの海外に依存しており、今回の日英原子力協定に基づき、英国にも再処理を委託しておりますが、その英国では二〇一一年にＭＯＸ燃料加工工場が閉鎖されたため、現在、英国内で燃料加工できず、同国に保管されているプルトニウム等は、他国に移送してＭＯＸ燃料に加工するなど何らかの方法を取らなければ我が国に持ち帰れないと理解しています', '○国務大臣（枝野幸男君）\u3000原子力発電所の原子炉等の重要施設については、爆弾等の攻撃を想定した設計は行われていない、ただ、一般的には相当の程度の堅固さを有する施設であるということでありますが、原子力発電所の安全が原子炉や建屋などの中心的な施設のみならず冷却系や電源等の施設に依存をしていると、今回の事故の教訓の大きなポイントの一つでもあると思っております', '○国務大臣（枝野幸男君）\u3000原子力発電所の原子炉等の重要施設については、爆弾等の攻撃を想定した設計は行われていない、ただ、一般的には相当の程度の堅固さを有する施設であるということでありますが、原子力発電所の安全が原子炉や建屋などの中心的な施設のみならず冷却系や電源等の施設に依存をしていると、今回の事故の教訓の大きなポイントの一つでもあると思っております']"
7,12,7_コクム_国務_君_ホソノ,"['コクム', '国務', '君', 'ホソノ', 'モテギ', 'エダノ', 'トシミツ', 'タケシ', 'カイエダ', '細野']","['○国務大臣（茂木敏充君）\u3000原子力については安全第一と、こういったことを改めて確認をしなければいけないと思っております', '○国務大臣（茂木敏充君）\u3000原子力については安全第一と、こういったことを改めて確認をしなければいけないと思っております', '○国務大臣（細野豪志君）\u3000原子力委員会は再稼働そのものとは直接かかわりませんので、その問題と離れて申し上げると、ここはしっかり考えなければならないと私も思います']"
8,10,8_フクシマ_第_スイ_水,"['フクシマ', '第', 'スイ', '水', '汚染', 'オセン', '完了', 'トウキョウ', '福島', 'ショ']","['\r\n\u3000そして、東京電力福島第一原発、原子力発電所の廃炉・汚染水・処理水対策と福島の復興は、経済産業省の最重要課題であります', '\r\n\u3000東京電力福島第一原子力発電所の事故炉について、溶融燃料の取り出しや汚染水の処理など、その廃炉に向けた取組は、完了までに長い期間を要する極めて困難な事業であることから、国内外の英知を結集し、予防的かつ重層的に取組を進めることが必要です', '\r\n\u3000東京電力福島第一原子力発電所の事故炉について、溶融燃料の取り出しや汚染水の処理など、その廃炉に向けた取組は、完了までに長い期間を要する極めて困難な事業であることから、国内外の英知を結集し、予防的かつ重層的に取組を進めることが必要です']"
