Topic,Count,Name,Representation,Representative_Docs
-1,522,-1_事故_力_問題_福島,"['事故', '力', '問題', '福島', '中', '日本', '本当', '電力', 'わけ', '国']","['そういうときに先ほどのような地震が起きて事故が起きるということがやはり原発には想定されるということを改めてこれからのエネルギー政策を考えていく上での基本にしなければいけないというふうに思います', '福島の事故原因も究明されていない中で電力会社と一体になって原発再稼働を進めるべきではないというふうに思います', '私がどうしても納得いかないのは原発がこれだけ東京電力福島第一原発事故もありました問題が本当に大きくてコストも決して安くはないそれからバックエンドの問題使用済み核燃料の問題なども含めれば本当に将来にもツケを残すもので例えば地震大国と言われている皆様がお持ちの原発だって本当に安全だと言えるのかどうか今さまざまな安全設備もお金をかけて増強しなきゃいけないという状況の中でこの原発の合理性というのが本当に問われているというふうに思うんです']"
0,11,0_法_案_スキーム_大臣,"['法', '案', 'スキーム', '大臣', '既定', '学科', '外資', '建て替え', '化', '学校']","['だから大臣今の法案の中で立地自治体の住民の皆さんを始めとする国民の原子力発電に対する信頼確保とあるでしょう', '外資を呼び込むため誘致するための法案を急いでやるよりも大震災の復旧復興や原発政策の見直しこそ優先すべきだと私は考えますけれども大臣の所見を伺います', '言ってみれば今度の法案はこの東電救済スキームを一般化し全国の原発再稼働を準備するものである私はそう言いたいと思うんですね']"
1,16,1_災害_法_除染_者,"['災害', '法', '除染', '者', '事故', '区域', '拠点', '町', '村', '状況']","['廃炉作業が安全に進むかどうかは住民の暮らしに非常に影響するということで前回の法改正による拠点区域や今回の法改正による居住地区の避難解除により原発の近くに住民が住み始めていくということになっていくと思うんです', '例えば法案には原子力発電施設の事故による災害を受けた地域の復興については当該災害の復旧の状況を勘案しつつ復興されるということが書かれていますけれども何か人ごとのように思うんですね', '被災者生活再建支援法には長期避難という考え方がありますけれども原子力災害対策特別措置法にはそういう長期避難の場合を想定していないのではないか']"
2,20,2_現実_カーボン_ニュートラル_ロシア,"['現実', 'カーボン', 'ニュートラル', 'ロシア', 'コスト', '情報', '道', '石炭', '火力', '政治']","['石炭火力ゼロ原発ゼロ大規模な省エネ再生エネ普及こそ経済を強くする道ともなるのではありませんか', '原発を再稼働せずカーボンニュートラルを実現させるのは現実問題としては非常に難しいのではないでしょうか', '原発ゼロの決断と一体に再生可能エネルギーの飛躍的普及を図ることこそ現実的で真に未来ある道ではありませんか']"
3,79,3_エネルギー_燃料_石炭_ミックス,"['エネルギー', '燃料', '石炭', 'ミックス', '火力', 'コスト', '電源', '中長期', '再生', '化石']","['こういった技術を積極的に取り込んだベースロード電源によらないベースロード電源というもの特に原発だとか化石燃料石炭火力などに頼るエネルギー構成ではないエネルギー構成を積極的に議論していただきたいと思いますがエネルギー基本計画の議論の中でそのあたりの位置づけはどうなっていますでしょうか', '少なくとも短期的にそうしたエネルギーへの依存というのを認めるにしても中長期的には環境面からも経済性からも合理性がない化石燃料や原発依存というものは低減して脱却していかなければいけない', 'こういうエネルギーミックス要するに原発ありきではないあるいは石炭火力だとか今あるシステムをうまく使って再生可能エネルギーを大きく入れることで電力供給ができるそういうシナリオも書けると思います']"
4,91,4_事故_福島_第_被害,"['事故', '福島', '第', '被害', '放射', '力', '者', '国民', '東京', '戦争']","['その中で「東電福島第一原発事故によって我々は制御が利かなくなった原子力の危険性を再認識させられた', '私は今回東京電力福島第一原発の事故を経験した日本としては事業者のみに責任を集中させることは無理があるのではないか', '特に福島第一原発事故の後はそうなっていると思う']"
5,201,5_力_法_責任_事故,"['力', '法', '責任', '事故', '国', '政策', '損害', '党', 'エネルギー', '大']","['さらに自民党は二〇一一年三月の東京電力福島第一原発の大事故を受けて原子炉規制法が改定された際経年劣化による安全上のリスクが増大するため原発の運転期間は四十年を基本とすることで民主党公明党と合意していたではありませんか', '原子力委員会原子力損害賠償制度専門部会報告「原子力損害賠償制度の見直しについて」によれば今回の法案の見直しは三・一一の原発事故が出発点だったということでありますが三・一一の原発事故の教訓が法案のどこに生かされたのか大臣の認識を伺いたいと思います', 'さて今日は原子力政策の憲法とも呼ばれる原子力基本法の改正案がこの度ＧＸ電源法案五つに束ねられ政府提出されたことに強く抗議いたします']"
6,247,6_日本_わけ_ふう_国,"['日本', 'わけ', 'ふう', '国', '金', '自分', '事業', '電源', '大臣', '中']","['こういう中でどういうふうにこの日本のエネルギービジネスを立て直していくかという議論をきちっと早急にしていかないと日本はどんどんどんどん原発事業エネルギー事業でのおくれが響いてきますよ', 'じゃそれを原発を造る事業者に負担させていたんですかというと火力からも得られていた託送料金を使って送電線は公共のものなのでいろいろな形の電源で負担をしようということでそれが公平と言っていたのに今の大臣の答弁の公平というのは自分の電源で使うものは自分でお金を払うというのが公平だというような考え方に公平とか公正という考え方がいつの間にか変わってきてしまっているわけです', 'これはいろいろな方が話に出しますけれども再エネの場合は賦課金で大体幾らというふうに出ているわけですが原発の費用のために自分が幾ら払っているのかこれは大変わかりにくい状況です']"
7,37,7_地震_事故_区域_動,"['地震', '事故', '区域', '動', '基準', '福島', '川内', '敷地', 'わけ', '第']","['それをもっておっしゃっているんだと思いますけれども例えば制御棒を挿入してスクラムをかけて原発を止めるという操作を基準地震動を超える大きな地震が来たときにこれは本当に安全にできるんですか', '時間がないので議論はなかなかできないですけれどもじゃこれ基準地震動を超える地震が起きたとき原発はどうなってしまうんですか', '地震に対しての原発の安全性についてということで議論の中で私が提示をしたのは基準地震動設計で想定をしている基準地震動を超える地震が起きたときに原発は大丈夫なのかという議論でありました']"
8,133,8_問題_中_さん_わけ,"['問題', '中', 'さん', 'わけ', '力', '本当', '御', '関係', '事故', 'ふう']","['この問題非常に重要な問題で今後の原発政策を大きく分ける問題だと思っていますので引き続き注視させていただきたいと思っております', 'そして私が一番お願いしたいのは今の原発の問題も再エネの問題も様々な国民にお願いしなければいけない負担の問題などもあると思います', '私どもはもう原発は要らないということで主張はしていますが皆さんの立場に立ったとしても本当にこの信頼をどう回復をするのかというのがもうずっと課題になってきている中できょう取り上げなければいけないこの問題も私に言わせれば大変問題のある事案だと思います']"
