Topic,Count,Name,Representation,Representative_Docs
-1,187,-1_力_国_福島_復興,"['力', '国', '福島', '復興', '事故', '性', '災害', '委員', '会', '者']","['原子力規制委員会におきまして安全性の確認がなされましたら再稼働を進めていきたいとこのように考えております', 'そして原子力災害被災地域であります福島におきましては廃炉も含めましてまだまだハード事業も進めなければならないこれからも国が前面に出てしっかりと福島の復興に努めなければならないと思います', '福島第一原子力発電所事故を経験した我が国として強く非難をしています']"
0,613,0_力_ふう_中_エネルギー,"['力', 'ふう', '中', 'エネルギー', 'わけ', '御', '委員', '性', '事故', '会']","['特に先ほど申しました国も一体となるような形で原子力政策を推進してきたそうした中でこうした大変大きな事故で福島県民の皆さんを始め多くの国民の皆さんに御迷惑を掛けているという状況の中では現状のシステムを前提としない白紙からのシステムの下でいかにして再生可能エネルギーを増やすのかを始めとして原発依存からの脱却に向けた最大限の努力を同時並行で進めることなしには他の電力政策エネルギー政策について何を言っても国民の皆さんから私は理解を得ることはできないと思っておりますので同時並行で進めていくことが重要だと思っております', 'そういう考え方に立った上さて原子力はただし原子力はこういうことになるんだというふうに思っております', 'そうしたことを踏まえてさまざまな諸外国がそれぞれの各国の御判断のもとで原子力発電所の安全性を確保するための基準等を国際的な基準も踏まえつつ各国の責任のもとで判断をされていくわけでありますがそうしたことの中で今回の福島の事故がありましたけれどもしかし我が国の持っているさまざまな技術あるいはこれから特に福島の事故を踏まえて安全性に対してより厳しく我が国が対応していくであろうというようなことに対する期待も含めて世界的な原子力に対するそれぞれの国の判断を前提としつつ我が国のここまで蓄積しているそしてあるいはこれからさらに高めていく安全に対する技術というものを相手国の皆さんが御評価いただけるのであればこれは我が国のある意味での責任も含めてしっかりと対応していくべきだというふうに考えております']"
1,43,1_力_性_会_研究,"['力', '性', '会', '研究', '技術', '委員', '観点', '政策', '化', '知見']","['今回利用政策の観点から運転期間の在り方を検討するに当たっても高い独立性を有する原子力規制委員会によって安全性が確認されなければ発電所の運転ができない仕組みであることが大前提ということで考えております', '今回利用政策の観点から運転期間の在り方を検討するに当たっても高い独立性を有する原子力規制委員会によって安全性が確認されなければ発電所の運転ができない仕組みであることが大前提ということで考えております', 'すなわち利用政策の観点からの運転期間の判断がどうであろうとも独立性の高い原子力規制委員会が厳格な安全審査を行い規制基準への適合性が確認できなければ運転は一切認められない大前提に全く変わりはありません']"
2,30,2_被害_損害_者_法,"['被害', '損害', '者', '法', '事故', '力', '事業', '炉', '現行', '措置']","['○下村国務大臣今回の原子力事故で生じた原子力損害については被害者の方々が迅速かつ正確に賠償を受けていただけるようにすることが重要であるというふうに認識しております', 'これらの改正によって将来原子力事故が発生した場合における被害者の適切な賠償がより迅速かつ円滑に行われるとともに原子力損害の被害者の保護を着実に図ることができると考えております', 'この損害賠償措置のあり方については東京電力福島原発事故による甚大な被害を踏まえまして被害者への迅速かつ公正な賠償の実施被害者への賠償に係る国民負担の最小化原子力事業者の予見可能性の確保といった観点から現行の一千二百億円以内の賠償措置額の引上げを含めて抜本的に見直すべきだという意見があります']"
3,28,3_国務_大臣_岸田_国,"['国務', '大臣', '岸田', '国', '君', '力', '第', 'ミサイル', '性', '茂木']","['○岸田国務大臣我が国としましては福島第一原発事故への対応において各国との協力の重要性強く認識をしております', '○岸田国務大臣おっしゃるように原子力の安全性の確保につきましては一義的には相手国政府の責任において判断する事項ではありますがやはり我が国として福島第一原発の事故を経験したその際の貴重な知見ですとか経験これはしっかりと国際社会と共有しなければなりません', '○岸田国務大臣おっしゃるように原子力の安全性の確保につきましては一義的には相手国政府の責任において判断する事項ではありますがやはり我が国として福島第一原発の事故を経験したその際の貴重な知見ですとか経験これはしっかりと国際社会と共有しなければなりません']"
4,28,4_皆_地域_様_御,"['皆', '地域', '様', '御', '者', 'さん', '方々', '地元', '余儀', '住民']","['○西村（康）国務大臣まずは原子力立地地域の皆さんも防災対応を含めて様々な課題がありますのでこれについては住民の方々に寄り添った対応をしっかりしていきたいというふうに考えております', '○西村（康）国務大臣まずは原子力立地地域の皆さんも防災対応を含めて様々な課題がありますのでこれについては住民の方々に寄り添った対応をしっかりしていきたいというふうに考えております', '○西村（康）国務大臣まずは原子力立地地域の皆さんも防災対応を含めて様々な課題がありますのでこれについては住民の方々に寄り添った対応をしっかりしていきたいというふうに考えております']"
5,23,5_福島_第_東京_電力,"['福島', '第', '東京', '電力', '復興', '大', '事故', '所', '水', '問題']","['福島の復興に向けては東京電力福島第一原子力発電所の廃炉・汚染水対策に全力で取り組むことが極めて重要であり東京電力任せにするのではなく国が前面に立ち責任を果たしてまいります', '東京電力福島第一原子力発電所の廃炉は原子力災害からの復興の大前提です', '東京電力福島第一原子力発電所の廃炉は福島復興の大前提であると考えております']"
6,22,6_取組_教育_福島_研究,"['取組', '教育', '福島', '研究', '性', '第', '力', '息', '財源', '復興']","['さらに廃炉や福島国際研究教育機構の構築など息の長い取組についてもしっかりと支援できるよう東日本大震災からの復興復旧に要する財源を引き続き責任を持って確保してまいります', 'さらに廃炉や福島国際研究教育機構の構築など息の長い取組につきましてもしっかりと支援できるよう引き続き責任を持って必要な財源これを確保してまいります', 'さらに廃炉や福島国際研究教育機構の構築など息の長い取組につきましてもしっかりと支援できるよう引き続き責任を持って必要な財源これを確保してまいります']"
7,14,7_拡散_インド_不_国際,"['拡散', 'インド', '不', '国際', '国', '責務', '力', '協定', '核', '本']","['こうした原子力協定を結ぶことは核不拡散原子力の平和利用そして原子力安全にとって大変重要なことであると思っております', 'もちろんＮＰＴに本体にこのインドが加入するようこれからも求めていきたいと思いますが現実の中で実質的にインドを国際的な不拡散体制に少しでも取り込むためにはどうあるべきなのかこういった観点から本協定についても協議を続けそして一つの結論を得たそして今国会にお諮りをさせていただいているこれが今日までの我が国がインドとの原子力の平和利用に対する協力についての取組のありようであったと認識をしております', '政府といたしましてはただいま採択されました御決議の趣旨を踏まえつつ本協定の下でのインドとの原子力協力を通じてインドを国際的な不拡散体制に実質的に参加させるとともに核兵器のない世界を目指し不拡散を一層推進してまいる所存です']"
8,12,8_燃料_物_放射_アラブ,"['燃料', '物', '放射', 'アラブ', '連邦', 'プルトニウム', '首長', 'レベル', '課題', 'トルコ']","['トルコまたはアラブ首長国連邦の原子力発電所における使用済み燃料についてはそれぞれの政府が責任を持って処理することになると考えております', 'トルコまたはアラブ首長国連邦の原子力発電所における使用済み燃料についてはそれぞれの政府が責任を持って処理することになると考えております', '○梶山国務大臣原子力発電に伴って発生する使用済み燃料の処理の問題につきましては核燃料サイクルを推進し使用済みＭＯＸ燃料を含めて使用済み燃料を再処理するとともに再処理に伴い発生する高レベル放射性廃棄物の最終処分を実現することで対応することが政府の現時点での基本的な考え方であります']"
