Topic,Count,Name,Representation,Representative_Docs
-1,2789,-1_大臣_国_わけ_政府,"['大臣', '国', 'わけ', '政府', '話', '御', '本当', '庁', '国民', '場合']","['実際自衛隊の基地の中で米軍が活動しているわけですからそういった日米の軍事面での一体化というのはどういうふうになっているのかというのはやはりきちっと我々としてもただしていかなくちゃいけないわけでそういったことについて自衛隊基地内の話なのにわからないというのは答弁としては本当に納得できないところであるわけです', 'そういう意味で先ほど大臣のお立場として御答弁をされたわけでありますけれどもこういうものを根拠法なしに放置しておくことは国の安全保障をつかさどられる大臣のお立場としてやはり問題であるこういうことをしっかり御認識をされた上で内閣の中でしっかり発言をしていただくそしてその法的根拠の作成に向けて御努力をいただくそういう意思を表明していただくことが私は必要なんだと思いますけれども改めて御答弁をいただきたいと思います', 'とするならばこれは自衛隊法に基づく防衛出動をかけるとかそういう話にもなってくるわけですからこれについての整理は今後も議論していきたいと思います']"
0,3908,0_わけ_国_大臣_法,"['わけ', '国', '大臣', '法', '政府', 'アメリカ', '庁', '国民', '場合', '話']","['つまりこれは入れてしまうと行政改革をやる上において果たしてまさにここにありますように国の日本国家としての防衛の意思あるいは能力というものをその理由で本当に削減に踏み込んでいいのだろうかそこはやはり別の問題だろうというふうに我々としては考えるからでございましてその点につきまして先ほど長官からも御答弁いただきましたけれどもあえてここでせっかくですから官房長官政府を代表してその点につきまして何か御見解お考えがございましたら答弁いただけますか', 'その点についてはまた今後も議論をしてまいりますけれどももしこれが本当にそこまで考えて実現を本当に自衛隊派遣ということになればこれは本当に責任を国会が持たなきゃいけませんしこの法案を通してあるいは基本計画を承認すると事前承認が私は当然すべきだと思っていますけれどもこれは大変な責任を政治家も負わなければいけないなというような覚悟でこの法案については審議をしていかなければいけないと思います', 'つまりは先ほど大臣がまさにお答えになったようにこちらが先にやられていれば後でアメリカに飛んでいくものも個別的自衛権で対処可能だでも逆であればそれはまだ日本に対する攻撃でないわけですから日本はそのときは集団的自衛権ということにならざるを得ないと']"
1,142,1_国_理事_沖縄_早期,"['国', '理事', '沖縄', '早期', '環境', '不', '体制', '等', '改革', '性']","['特に安全保障理事会が今日の国際社会を反映した正統性を備えた機関になるよう安保理改革の早期実現及び我が国の常任理事国入りを目指し積極的に取り組んでまいります', '特に安全保障理事会が今日の国際社会を反映した正統性を備えた機関になるよう安保理改革の早期実現及び我が国の常任理事国入りを目指し積極的に取り組んでまいります', '特に安全保障理事会が今日の国際社会を反映した正統性を備えた機関になるよう安保理改革の早期実現及び我が国の常任理事国入りを目指し積極的に取り組んでまいります']"
2,85,2_党_自民_政権_維新,"['党', '自民', '政権', '維新', '民主', '民進', '会', '立場', '安倍', '法']","['先ほど申し上げたつもりですが今回の我が党の九条の二の提案は自衛隊を明記するこれは自民党と同じ立場であります', 'それ以外に民進党が反対したあまたある自衛隊関連法の中で民主党政権三年三カ月の間に民主党政権が積極的に改正した法律はありますか', 'それ以外に民進党が反対したあまたある自衛隊関連法の中で民主党政権三年三カ月の間に民主党政権が積極的に改正した法律はありますか']"
3,83,3_食料_自給_政策_責任,"['食料', '自給', '政策', '責任', '前進', '大臣', '率', '外交', '王道', '性']","['ですから食料安全保障のことを考えた場合なるべく食料自給率を高めるというのが王道ではないかと思います', 'ですから食料安全保障のことを考えた場合なるべく食料自給率を高めるというのが王道ではないかと思います', 'ですから食料安全保障のことを考えた場合なるべく食料自給率を高めるというのが王道ではないかと思います']"
4,63,4_費_財源_％_予算,"['費', '財源', '％', '予算', '剰余', '決算', '円', '増', '歳出', '予備']","['特に新型コロナの感染拡大以降主に赤字国債を財源として巨額の予備費が計上されてきた中で余った予備費が決算剰余金に回りそれを防衛費の増額に流用するということになればもはやそれはある種のマネーロンダリングにほかなりません', '特に新型コロナ感染拡大以降主に赤字国債を財源として巨額の予備費が計上されてきた中で余った予備費が決算剰余金に回りそれを防衛費の増額に流用することになればもはやそれはある種のマネーロンダリングにほかなりません', 'また政府は決算剰余金のうち毎年〇・七兆円を防衛財源に充てるとしていますがこれまで補正予算の財源の一部として活用されてきた決算剰余金を防衛費に使えばその分だけ補正予算編成時の国債発行が増加することとなり防衛費の財源に赤字国債は充てないとする政府の説明には疑義が生じます']"
5,30,5_敬意_消防_員_さん,"['敬意', '消防', '員', 'さん', 'とうとい', '悔やみ', '人命', '本当', '実動', '誇り']","['犠牲になった方にはお悔やみを申し上げますが自衛隊員がそれこそ大変な危険を冒して人命を救ったりあるいはその後の復興に努力をされておられるこのことに敬意を表したいと思いますし感謝を申し上げたいと思います', '犠牲になった方にはお悔やみを申し上げますが自衛隊員がそれこそ大変な危険を冒して人命を救ったりあるいはその後の復興に努力をされておられるこのことに敬意を表したいと思いますし感謝を申し上げたいと思います', '犠牲になった方にはお悔やみを申し上げますが自衛隊員がそれこそ大変な危険を冒して人命を救ったりあるいはその後の復興に努力をされておられるこのことに敬意を表したいと思いますし感謝を申し上げたいと思います']"
6,23,6_第_最小_限度_範囲,"['第', '最小', '限度', '範囲', '下', '見解', '自己', '途中', '目的', '領空']","['上からだあっと書いてありましてこれまでの見解からいうと途中から読みますが「当然であるが憲法第九条の下において許容されている自衛権の行使は我が国を防衛するため必要最小限度の範囲にとどまるべきものであると解しており」のところで恐らくこれまでの政府見解はここまでが政府が言われている基本的論理であってそこから下の「集団的自衛権を行使することはその範囲を超えるものであつて憲法上許されないと考えている', '上からだあっと書いてありましてこれまでの見解からいうと途中から読みますが「当然であるが憲法第九条の下において許容されている自衛権の行使は我が国を防衛するため必要最小限度の範囲にとどまるべきものであると解しており」のところで恐らくこれまでの政府見解はここまでが政府が言われている基本的論理であってそこから下の「集団的自衛権を行使することはその範囲を超えるものであつて憲法上許されないと考えている', '上からだあっと書いてありましてこれまでの見解からいうと途中から読みますが「当然であるが憲法第九条の下において許容されている自衛権の行使は我が国を防衛するため必要最小限度の範囲にとどまるべきものであると解しており」のところで恐らくこれまでの政府見解はここまでが政府が言われている基本的論理であってそこから下の「集団的自衛権を行使することはその範囲を超えるものであつて憲法上許されないと考えている']"
7,19,7_重_存立_安倍_事態,"['重', '存立', '安倍', '事態', '危機', '韓国', '政権', '政府', '弁明', '内閣']","['また存立危機事態に集団的自衛権の行使ができるとの安倍政権の考え方は憲法違反です', 'また存立危機事態に集団的自衛権の行使ができるとの安倍政権の考え方は憲法違反です', 'また存立危機事態に集団的自衛権の行使ができるとの安倍政権の考え方は憲法違反です']"
8,11,8_マネジメント_地政_学_飛行,"['マネジメント', '地政', '学', '飛行', 'ロシア', 'リスク', '戦略', '国家', '基本', '真']","['それがリスクマネジメントであり安全保障じゃないですか', '日本とロシアの安全保障をめぐる基本的な地政学が変わる可能性のある話じゃありませんか', '日本とロシアの安全保障をめぐる基本的な地政学が変わる可能性のある話じゃありませんか']"
