Topic,Count,Name,Representation,Representative_Docs
-1,558,-1_江田_ま東京電力被害者迅速全面的賠償行べ_廃止世代責任果す_方針撤回直ち撤退決断すべ,"['江田', 'ま東京電力被害者迅速全面的賠償行べ', '廃止世代責任果す', '方針撤回直ち撤退決断すべ', '時間議論けどじゃ基準地震動超る地震起どま', '新安全基準骨子案見っ安全担保ど到底言るま', '政府ああ言っ動ゃけ', '攻撃国際法違反', '改善点見るわけり完璧処分今技術わけっり国民説明上国民必要仕方っり情報出く', '提案り早くタイミングろろょ終わりゃけじゃ']","['イメージ米国ハンフォード・サイト手本イノベーション・コースト構想取り組前面事故対応環境回復ど取り組む思っりま基本構想部分データ知見集積発信どまっぜょ', '二年前「廃止世代責任果す」読み言っ読絶対読る', '○江田（憲）委員八％減額一〇％五％ろろ範囲返上けど菅前総理約束事故収束総理分給与全額返上よろ']"
0,211,0_あま推進政策過半国民意思背く考ま_沖縄新基地建設問題問題圧倒的多数民意無視問答無用暴挙重ね_大事政策憲法改正運転再開ｔｐｐ一番賛成少けど_法定四十年超運転延長立法時趣旨観点危険性観点ど考る御所見思,"['あま推進政策過半国民意思背く考ま', '沖縄新基地建設問題問題圧倒的多数民意無視問答無用暴挙重ね', '大事政策憲法改正運転再開ｔｐｐ一番賛成少けど', '法定四十年超運転延長立法時趣旨観点危険性観点ど考る御所見思', '政治的判断川内最低一時的める判断検討ぐべょ', '教科調査官先頭立っ新学習指導要領力安全神話広げこ言わけりま', '新安全規制具体化指示受け力規制庁片山長官伝けど幾伝達言葉換独立組織圧力当るま', '新建設稼働許自民党自身掲げ依存低下公約絵描餅るわけ', '既決め限っ新電力負担求める方針', '日本下手バックアップ固執']","['意味力損害考際範囲明確画実そ簡単思っり今御説明損害（１）（２）適用る国法律関係くユニバーサル適用る定義る説明思（３）（７）関言ぞ裁判所属国法律損害決定る種限定ふ理解ま', '「仲介委員提示和解案内容和解仲介手続自体軽視ひ力損害賠償紛争円滑迅速公正解決目的設置当センター役割阻害」ちょっ省略「信頼損わざる得ま遺憾強く再考求める」言わね', '第一条「目的」先議論わけけど「力政策推進伴国社会的責任」語句入大変歓迎思']"
1,139,1_廃止_電力自由化く脱よ_み党福島事故直後一貫発送電分離初め電力システム改革一日早く始めるべ訴まりま_火力発電他エネルギー賄っくるめっじゃるわけ,"['廃止', '電力自由化く脱よ', 'み党福島事故直後一貫発送電分離初め電力システム改革一日早く始めるべ訴まりま', '火力発電他エネルギー賄っくるめっじゃるわけ', '次前々取り上げ力発電所問題ちょっ例っ環境アセス考思っ', '日本同じ廃止地球温暖化方問題気候変動対策手抜全然違', '洋上風力発電整備思切っ促進本法案狙どちろ賛成けど洋上風力発電普及どどどど再生可能エネルギーふけエネルギー中占める割合どどどど減少果ゼロる', '政府維持くエネルギーミックス今持ち', '政府今反撃能力ミサイル増す考加グリーン推進政策大くじ切ろまま稼働増使用済み核燃料積み上っリスクどど上昇', '拍手']","['廃止・エネルギー転換実現未来希望', '（拍手）み党福島事故直後一貫発送電分離初め電力システム改革一日早く始めるべ訴まりま', '廃止・エネルギー転換実現環境調和取新経済社会創造創出る新技術通力発電所世界実現貢献る']"
2,93,2_二年前福島第一事故安全神話崩壊多く国民る限り頼望_こ落ち度苦悩避難者方々置去り推進ま正義ま_政府_福島第一関係者信頼失っよ,"['二年前福島第一事故安全神話崩壊多く国民る限り頼望', 'こ落ち度苦悩避難者方々置去り推進ま正義ま', '政府', '福島第一関係者信頼失っよ', '総務省避難者特例法指定市町村こ問題起思', '淡路大震災異る点事故今回伴っ東北大変米ろ農業漁業極め大甚大被害生じ阪神', '放射線力国民不信不安広く存在そそ放射線防護観点るけ人体放射線受け望ま明', '放射線力国民不信不安広く存在りそそ放射線防護観点るけ人体放射線受け望ま明瞭', '核空母エンタープライズ放射能漏事故初め力艦船核事故枚挙まま', '柏崎刈羽抱る新潟県泉田知事東電福島事故検証一切津波地震配管破断本当っど問題点一切明得批判']","['一法目的「力災害」国推進政策東京電力福島第一発電所事故引起こ事故引起こ国東京電力責任明確べ', '加今回二点阪神・淡路大震災異る点事故今回伴っ東北大変米ろ農業漁業極め大甚大被害生じ阪神・淡路比べ被害拡大大一要因思', '「福島事故収束ま」「除染賠償健康守る福島県民願」「政府「即時ゼロ」決断」三ま今本当問わ思']"
3,88,3_あべ委員逆今回賠償スキーム関東京電力支払能力本当ぎりぎり出出言本当東京電力残っけ電気まる分けるべ思っりま今回東電問題オペレーション停止問題全く別問題思っり_公有水面埋め立許可基本的知事権限進め国交省こ段階要ま炉設置許可出ま少時間るよ段階中埋立工事今着手ゃけ急こ状況ど御判断る_調査げまあげ言言葉悪ちゃ可能性詰めまま進く力安全行政り問題思_自己決定り保障見合時間選べる選択肢ま先生っゃっ複線シナリオ必要思けどり事故自然災害違意味思っけど点ぜひ,"['あべ委員逆今回賠償スキーム関東京電力支払能力本当ぎりぎり出出言本当東京電力残っけ電気まる分けるべ思っりま今回東電問題オペレーション停止問題全く別問題思っり', '公有水面埋め立許可基本的知事権限進め国交省こ段階要ま炉設置許可出ま少時間るよ段階中埋立工事今着手ゃけ急こ状況ど御判断る', '調査げまあげ言言葉悪ちゃ可能性詰めまま進く力安全行政り問題思', '自己決定り保障見合時間選べる選択肢ま先生っゃっ複線シナリオ必要思けどり事故自然災害違意味思っけど点ぜひ', '落合委員そっ詳く見報道けど全体的方向性イメージ点大臣大丈夫よ言行っろろ検討けどそ形行わる慎重事実伝わっくっけ思', '自治体独自頑張っ厚労省そ言っっ現状別避難わよそめく自治体頑張っ支援じゃっち訴', '是非一回今日ちょっ内閣府力防災方来本当ちっ議論っけど避難計画間工事進めるけ貴重自然壊す工事始め実際避難計画作まり動ま得本当け思是非御検討思', '高速炉開発全体政策中り見直すべ現実的ゼロ依存低減くシナリオ中ゼロる本当必要議論予算使っっ毎年五十億フランス計画金っよねこっ本当ああ見切りけっ本当必要投資回くる再エネ省エネそ考思', '日本むろ輸出じゃく五十基着実く過程国責任持っっ日本防衛大学校精鋭集め勉強っっ引続っ過去蓄積けろろ形っろろわけ全部通暁任く事故起収拾任く', '先話中島根話上関話別手続上別わり一力発電所くっく住民皆理解安全確保く中り大問題持ち上っよ認識思']","['け不幸今事故起こまっ事故半依存減す賛成二〇二二％目標べ姿掲げ政策組み立', 'そ中まま先示自然エネルギー二二二四％二〇二二そ枠組み持っ日本本当世界中取り残く強く感じり', '五〇％る達成る二五％ＣＯ2削減少くく無理じゃ']"
4,78,4_ああっぱり系統あよ動す_ゼロぜ無責任教く_専門家力行政アクセルブレーキ皆どちっり確認今思っ_本来っ安全性議論河野大臣りっけど,"['ああっぱり系統あよ動す', 'ゼロぜ無責任教く', '専門家力行政アクセルブレーキ皆どちっり確認今思っ', '本来っ安全性議論河野大臣りっけど', '安全ど得ま', '発覚すめコストる一番原因ま', '福井銀座けどこ', '篠原副大臣関係対応ま気づ思けど出荷制限作付制限前広ちルールくりま着実っ思っり', '総理あ民主党政権含め歴代政権安全神話どっぷりっるべ対策っこっ認識反省', '総理ビジネス成り立現実認めるべま']","['西尾幹二小林よりみ大反対', '「エネ計画推進鮮明」ござまり想像ま唖然', 'けアクティブ揺」指摘']"
5,57,5_けど以上他県ごみけ押け身勝手過ぎ_貿易赤字東京オリンピック返上こ結びけめ言わるよく_頭中りｃｏ2出思よね_限り同じ繰り返す可能性立場立っりすべ全国話そ指摘終わり思,"['けど以上他県ごみけ押け身勝手過ぎ', '貿易赤字東京オリンピック返上こ結びけめ言わるよく', '頭中りｃｏ2出思よね', '限り同じ繰り返す可能性立場立っりすべ全国話そ指摘終わり思', '一基五千億そふるわけどこ輸出我国姿勢控るべじゃ思けど', '今後仮動く際国民理解るょこ思', '今答弁聞関り行届対応っけ思', '例国民力り頼ゃけよね結論出跡づける皆役目', '依存続けるく自分ち地域仕事価値生み出け', '反対居座っけみ見思ね']","['限り同じ繰り返す可能性立場立っりすべ全国話そ指摘終わり思', '次機会譲り思りそ', 'り力まざま課題ろ思っり']"
6,47,6_くす社会大くアピール大活躍ま心敬意感謝申上げふ思_言葉安全最優先福島忘言り政策展開仕方本来国策進め事故起こ福島事故収束最優先考るべ前提少非常危惧り_そ点一一歩前進五決定思_そ考る田中委員長慎重今判断よそ答けど世界他国々異り日本適地一結論思っ,"['くす社会大くアピール大活躍ま心敬意感謝申上げふ思', '言葉安全最優先福島忘言り政策展開仕方本来国策進め事故起こ福島事故収束最優先考るべ前提少非常危惧り', 'そ点一一歩前進五決定思', 'そ考る田中委員長慎重今判断よそ答けど世界他国々異り日本適地一結論思っ', 'そ先地震起事故起るり想定る改めエネルギー政策考く上基本けけふ思', '今ま早晩中国ロシア頼ざる得くり', '間ゼロ日本願世論運動広り政府過半国民依存社会実現望認めざる得くりま', '長く続くプロセス中こ災害時備進めく本当厳環境思こそ都度ち説明ほ求め思', '今被災中福島皆到底回帰御納得けま', '先御説明ま安定供給力必要前提すり社内再検討け思よ']","['そ考り一刻早く安全状態強思ま是非共有思', 'そ先地震起事故起るり想定る改めエネルギー政策考く上基本けけふ思', '今日五日付琉球新報配付り「ロシア攻撃人類危険す暴挙」社説書本当り思']"
7,37,7_くるめけじゃくち安全性チェックけ自分く人国輸出そ恥じゃ思_要過酷事故対策ろ言っ起言っっこっ今日福島第一深刻事故避難者苦みくっふ思っり_一方今少規制強め方じゃこリスクじゃ国会取り上げわけそ声わ今新規制基準基準っ責任一体どまっござ_右輸出見けど恥話けど日本人モラル悪くじゃ気僕,"['くるめけじゃくち安全性チェックけ自分く人国輸出そ恥じゃ思', '要過酷事故対策ろ言っ起言っっこっ今日福島第一深刻事故避難者苦みくっふ思っり', '一方今少規制強め方じゃこリスクじゃ国会取り上げわけそ声わ今新規制基準基準っ責任一体どまっござ', '右輸出見けど恥話けど日本人モラル悪くじゃ気僕', 'どけ偏重気ちょっ嫉妬わけ', 'ちょっ線引っ張っまけどっ見本けど現場足踏み入わけけど環境問題ちょっ関心まっ追っけ', 'そっそそ危くっよ', 'じゃビジネスじゃ思よ', 'こっちけど石炭火力固執っ大臣言わまりぞ違', 'けど僕言動く化石燃料っぱ輸入くちゃく国力弱めめく']","['全部チェックわけじゃけど推進っ学者ちテレビ出解説まけど現場行っどちゃょ', '公募けど今時点見っよそ話くり避け通', '「恥日本輸出」僕恥思っ書ま']"
8,15,8_万一想定外事故起こっ恐く確実道路避難ま_以下地震加速度発生ハウスメーカー以下耐震性基準そ考言思よ_耐震構造免震構造物すご厳必要思そょ_特定地点例敷地一定以上地震発生そふ言切る妥当,"['万一想定外事故起こっ恐く確実道路避難ま', '以下地震加速度発生ハウスメーカー以下耐震性基準そ考言思よ', '耐震構造免震構造物すご厳必要思そょ', '特定地点例敷地一定以上地震発生そふ言切る妥当', '津波国日本社会的許容問わ', '気毒本当涙ま地震津波三目災害', '日本地震大国元々運転適りま', '推進皆敷地以上地震起言っ自然現象ござ起る起るリスク決小く', '当然劣化進め一定許容範囲中収まるちろ強度計算どふ理解けど地震大国日本見解相違ま置立地地点以上地震リスク以上地震起こる', '川内断層距離近わけ付近地震まるめ方考るま']","['地震安全性議論中提示基準地震動設計想定基準地震動超る地震起大丈夫議論ま', '一び重大事故起取り返事態引起こす世界有数地震・津波国日本社会的許容問わ', '伺けど「あゆる可能性考慮最大クラス」ふ指摘わけけど南海トラフ区域静岡浜岡四国伊方どわけけど地震複合災害被害南海トラフ被害想定中想定っぜょ']"
