Topic,Count,Name,Representation,Representative_Docs
-1,409,-1_力_リョク_事故_ジコ,"['力', 'リョク', '事故', 'ジコ', 'フクシマ', 'ダイ', '問題', 'モンダイ', '日本', 'ニッポン']","['しかし、日本の原子力規制委員会は、輸出する原発については安全の確認にはタッチしないということになっていると思います', '\r\n\u3000東日本大震災による地震、津波被害に加え、東京電力福島第一原子力発電所の事故という三重苦に見舞われた福島県の復興再生にとって、既存の法律や制度の枠を乗り越えた特別の立法措置が必要であることは、我が党が被災当初から要求してきたことであり、福島の再生と復興は原子力災害により深刻かつ多大な被害を受けたという特殊な事情を踏まえて行われるべきとして、本法案が提出されたことは歓迎すべきことです', 'しかし、日本の原子力規制委員会は、輸出する原発については安全の確認にはタッチしないということになっていると思います']"
0,270,0_エネルギー_中_ナカ_リョク,"['エネルギー', '中', 'ナカ', 'リョク', '力', 'ドイツ', '性', 'ワケ', 'ハツデン', '発電']","['\r\n\u3000原発が今、政府の中ではっきりと自給電源ということで位置づけられているわけですけれども、ウクライナの状況なども見ますと、発電所、発電源の分散化、やはり、大規模集中電源よりも多機能分散化した電源の方が、どこを攻められても電力システム全体を維持することができるという点では、中長期的に考えれば、やはりそこを目指していくべきであるというふうに思います', '\r\n\u3000こういう中で、どういうふうにこの日本のエネルギービジネスを立て直していくかという議論をきちっと早急にしていかないと、日本はどんどんどんどん原発事業、エネルギー事業でのおくれが響いてきますよ', '\r\n\u3000こういう中で、どういうふうにこの日本のエネルギービジネスを立て直していくかという議論をきちっと早急にしていかないと、日本はどんどんどんどん原発事業、エネルギー事業でのおくれが響いてきますよ']"
1,129,1_国_クニ_フクシマ_ジコ,"['国', 'クニ', 'フクシマ', 'ジコ', '事故', '責任', 'セキニン', 'ダイ', '力', 'リョク']","['\r\n\u3000原発事故を経験した地元の方々も強く望み、福島県議会では党派を超えて決議もされている東京電力福島第二原発の廃炉について、事業者任せにせず、国が前面に出て判断すべきではないですか', '\r\n\u3000原発事故を経験した地元の方々も強く望み、福島県議会では党派を超えて決議もされている東京電力福島第二原発の廃炉について、事業者任せにせず、国が前面に出て判断すべきではないですか', '\r\n\u3000一つは、法目的にある「原子力災害」は、国による原発推進政策と東京電力福島第一発電所の事故によって引き起こされたものであり、事故を引き起こした国と東京電力の責任を明確にするべきです']"
2,92,2_法_ジコ_事故_ルール,"['法', 'ジコ', '事故', 'ルール', '検査', 'ケンサ', 'ネン', 'ホウ', 'ホー', 'リョク']","['\r\n\u3000それだけでなく、運転期間のルール変更を電事法に移管するということは、冒頭から申し上げてきた原発事故を受けての規制と推進の分離、これがあやふやになって一体化しかねない、これがこの法案の大きな問題点だと私は思っています', '\r\n\u3000それだけでなく、運転期間のルール変更を電事法に移管するということは、冒頭から申し上げてきた原発事故を受けての規制と推進の分離、これがあやふやになって一体化しかねない、これがこの法案の大きな問題点だと私は思っています', '\r\n\u3000それだけでなく、運転期間のルール変更を電事法に移管するということは、冒頭から申し上げてきた原発事故を受けての規制と推進の分離、これがあやふやになって一体化しかねない、これがこの法案の大きな問題点だと私は思っています']"
3,32,3_問題_モンダイ_ミヤギ_御,"['問題', 'モンダイ', 'ミヤギ', '御', 'フクシマ', '不信', 'フシン', '地震', '差', 'ニチ']","['\r\n\u3000事実上、政府の都合を優先させたわけでありますけれども、独立した規制機関としての存在意義を失いかねないものであるということを是非、山中委員長には御自覚いただきたいですし、これが原子力政策に対する国民の不安や不信を更に広げるものになっているということを御自覚いただいているんでしょうか', '\r\n\u3000今月十二日付河北新報では、宮城県官民連携会議の場で村井知事が、宮城で放出に賛成という人は誰もいない、原発事故後の十二年間で東電に不信感を持っている、こういう発言をされたということ、海洋放出以外の方法の検討を求める姿勢に変わりはないと報じられていること、重く受け止めていただきたいと思います', '\r\n\u3000今月十二日付河北新報では、宮城県官民連携会議の場で村井知事が、宮城で放出に賛成という人は誰もいない、原発事故後の十二年間で東電に不信感を持っている、こういう発言をされたということ、海洋放出以外の方法の検討を求める姿勢に変わりはないと報じられていること、重く受け止めていただきたいと思います']"
4,21,4_エネルギー_方針_デンゲン_電源,"['エネルギー', '方針', 'デンゲン', '電源', '計画', 'キホン', '基本', '即時', 'ソクジ', '政治']","['\r\n\u3000原発を重要なベースロード電源と位置づけ、原発再稼働を推進するエネルギー基本計画は、撤回すべきです', '\r\n\u3000原発を重要なベースロード電源と位置づけ、原発再稼働を推進するエネルギー基本計画を撤回し、原発即時ゼロを政治決断することを強く求めます', '\r\n\u3000原発を重要なベースロード電源と位置づけ、原発再稼働を推進するエネルギー基本計画は、撤回すべきです']"
5,12,5_法_アン_案_束ね,"['法', 'アン', '案', '束ね', 'タバネ', 'イッキ', '一気', 'ホウ', 'ホー', '回帰']","['\r\n\u3000これは、原発回帰を国を挙げて進めよう、法整備を一気にやってしまおう、それが今回の束ね法案じゃないですか', '\r\n\u3000これは、原発回帰を国を挙げて進めよう、法整備を一気にやってしまおう、それが今回の束ね法案じゃないですか', '\r\n\u3000これは、原発回帰を国を挙げて進めよう、法整備を一気にやってしまおう、それが今回の束ね法案じゃないですか']"
6,12,6_フクシマ_事故_ジコ_ダイ,"['フクシマ', '事故', 'ジコ', 'ダイ', 'マエ', '前', '第', 'コクミン', '国民', '神話']","['\r\n\u3000二年前の福島第一原発の事故によって安全神話が崩壊し、多くの国民が、できる限り原発に頼らないことを望んでいます', '\r\n\u3000二年前の福島第一原発の事故によって安全神話が崩壊し、多くの国民が、できる限り原発に頼らないことを望んでいます', '\r\n\u3000二年前の福島第一原発の事故によって安全神話は崩壊し、多くの国民ができる限り原発に頼らないことを望んでいます']"
7,12,7_ビジネス_ロシア_現実_ゲンジツ,"['ビジネス', 'ロシア', '現実', 'ゲンジツ', '総理', 'コスト', 'ニュートラル', 'カーボン', 'ビジネス-business', 'ソウリ']","['総理、原発はもはやビジネスとしても成り立たない、この現実を認めるべきではありませんか', '総理、原発はもはやビジネスとしても成り立たない、この現実を認めるべきではありませんか', '総理、原発はもはやビジネスとしても成り立たない、この現実を認めるべきではありませんか']"
8,11,8_モンダイ_問題_最大_サイダイ,"['モンダイ', '問題', '最大', 'サイダイ', '電気', 'デンキ', '大臣', 'ダイジン', 'ドモ', '増税']","['原発、これは問題です', '原発、これは問題です', '\r\n\u3000原発輸出はやはり私は問題だと思います']"
