Topic,Count,Name,Representation,Representative_Docs
-1,548,-1_日本_ニッポン_ワケ_大臣,"['日本', 'ニッポン', 'ワケ', '大臣', 'ダイジン', '問題', 'モンダイ', '省', '中', 'ナカ']","['\r\n\u3000こういうことも含めて、一言でも、みずからが防衛大臣になられる前だからといって、日本を守るためではありませんということを言い切れることの不勉強さ、あるいは防衛に対する認識の足りなさというものに私は実は唖然とするわけですよ', '日米安保条約の中には、集団的自衛権を認めるという規定はありますが、具体的に、じゃアメリカに対する攻撃を日本に対する攻撃とみなして日本がそれに対して反撃できる、こういう規定はないわけですけれども、そういう状況下においても、集団的自衛権の行使が今回のような場面でできるというふうにお考えでしょうか', 'これは、まさに日本の防衛が問われている問題でもあります']"
0,108,0_御_日本_ニッポン_大臣,"['御', '日本', 'ニッポン', '大臣', 'ダイジン', '問題', 'モンダイ', '点', 'テン', '中']","['○長島（昭）委員\u3000もちろん、双方の事務方が一生懸命努力されたというのはよくわかるんですが、やはり大臣は政治家ですから、それを主導していかなきゃいけないお立場だと思いますし、最初の私の問題意識に戻りたいと思うんですが、できるだけ対等で成熟した日米同盟関係というのをどうやってつくっていこうか、そういう問題意識からすると、やはり我が国の主体性、我が国はどうしたいんだ、我が国はアジア太平洋地域の安全保障についてどう責任をとるんだ、そういう部分の御説明をきちっとしていただきたいのが一点', '同法に基づく自衛隊機の物資輸送は二〇〇三年のイラク難民支援以来でしたけれども、インドが自衛隊機での物資持込みを拒否したので、計画の再検討が必要になっているということなので、このことについて現状を最後にお伺いしたいのと、もう時間になりますので、最後に、インドへの働きかけを、その上でどういうふうに、外務大臣、これからクアッドの首脳会議が五月に開かれますので、少なくとも力による現状変更に反対するということぐらいでは一致していただきたいと思いますので、これは外務大臣、最後になりますけれども、この点について、意気込みも含めてしっかりと御説明いただければと思います', '同法に基づく自衛隊機の物資輸送は二〇〇三年のイラク難民支援以来でしたけれども、インドが自衛隊機での物資持込みを拒否したので、計画の再検討が必要になっているということなので、このことについて現状を最後にお伺いしたいのと、もう時間になりますので、最後に、インドへの働きかけを、その上でどういうふうに、外務大臣、これからクアッドの首脳会議が五月に開かれますので、少なくとも力による現状変更に反対するということぐらいでは一致していただきたいと思いますので、これは外務大臣、最後になりますけれども、この点について、意気込みも含めてしっかりと御説明いただければと思います']"
1,105,1_場合_バアイ_ブリョク_武力,"['場合', 'バアイ', 'ブリョク', '武力', 'アメリカ', 'ワケ', '法', 'ジタイ', '米軍', '御']","['\r\n\u3000七二年見解、基本的な論理、これとの整合性をできるだけ保とうと努力した跡も見える、そういう意味では評価もできる政府の今回の考え方というふうな御意見があり、しかし、その上で、それを見ると、今回の政府が示している集団的自衛権の三要件を見ると、普通に考えれば、我が国が直接的に武力攻撃を受けるような明白な危険があるような場合にのみそれで武力攻撃ができる、こうしか読めないにもかかわらず、例えばホルムズ海峡とかそういった事例に関しても、もうかなり何度も、代表的な事例としてこういう場合に行使をするんだというふうに言われておるというところに関しては、どうしても歯どめがないように思われて仕方がない、こういうふうな御意見だったというふうに思います', '\r\n\u3000また、台湾が武力攻撃を受けている場合、米軍が台湾防衛のため武力を行使している一方、日本に対しては武力攻撃が行われていないという事態は、存立危機事態に該当し得るんでしょうか', '\r\n\u3000そういうことが今までなされているだけに、本当に、その前提となるアメリカの行為、武力行使、集団的自衛権の行使、そういうものが国際法上正当なものであるということをみずから確認できるのか、あるいは確認したとして、だから日本はできませんということがはっきり言えるのかどうかですよ']"
2,97,2_アメリカ_ニッポン_日本_イラク,"['アメリカ', 'ニッポン', '日本', 'イラク', 'ナカ', '中', 'アメリカ-America', 'オキナワ', 'イシ', '意思']","['\r\n\u3000その上で考えていったら、やはり、アジアに対して軸足を求める、あるいは国連に対して求めるということであれば、現実の今のアメリカが言ってきている問題に対して、日本の構想力を出して、アジアとの、例えば中国も含めた形の地域の安全保障体制をつくろうと思ったら、そこへ向いて、私たちは意思があるんですよ、だから、日米安保は大事、同盟も大事だけれども、そこを行き過ぎないようにここにとめてくださいよと言うぐらいのスタンスが出てこないと、これはうそだというふうに思うんですね', '\r\n\u3000それに対して、私は、まだアメリカにこだわる、特にこのイラクの問題で、アメリカのそうした流れとリンクをしながら、アメリカに気を使いながら、どうしても自衛隊にこだわり続けるというこの姿勢は、やはり日本としてはしっかりここで正していくべきだ、日本は日本の意思でこのイラクという問題についてしっかりとした理論を、論点をつくり上げていくべきだ、こんなふうに思うんですよ', '\r\n\u3000やはり、日米協議ですから、対等な同盟関係なんですから、日本のアイデアがある、一つ持っていく、そしてアメリカのアイデアを持ってくる、二つのアイデアを突き合わせて、そして、ここはどうだ、あそこはどうだというふうにやり合うことが、それはアメリカが何を考えているかわからないよと言う前に、日本にアメリカの基地を置いているわけですから、この基地の機能がどういう機能で、アメリカのトランスフォーメーションの世界的な流れの中でこの基地がどういうふうに変質する可能性があるかということは、軍事専門家がたくさん自衛隊の中にもおられるわけだから、そういう人たちと議論を重ねていけば恐らく日本のアイデアというのは出てくると私は思うんですね']"
3,43,3_案_アン_コッカイ_国会,"['案', 'アン', 'コッカイ', '国会', '法', 'アジア', '国際', '経済', '情報', 'コクサイ']","['\r\n\u3000本法案は、日米安保共同宣言と新防衛計画の大綱のもとで、自衛隊がアジア太平洋地域での紛争対処やＰＫＯ出動などに機敏に対応できる体制を強化する一環として、情報機能を拡充強化し、専守防衛のための情報活動という従来の政府の説明さえ踏み越えて、日本の防衛とは無関係な事態に対応することに踏み出すものであり、極めて重大なものです', '\r\n\u3000本法案は、日米安保共同宣言と新防衛計画の大綱のもとで、自衛隊がアジア太平洋地域での紛争対処やＰＫＯ出動などに機敏に対応できる体制を強化する一環として、情報機能を拡充強化し、専守防衛のための情報活動という従来の政府の説明さえ踏み越えて、日本の防衛とは無関係な事態に対応することに踏み出すものであり、極めて重大なものです', '\r\n\u3000今国会におきましては、国土調査を一層促進するための法案、国の直轄事業の維持管理に要する費用について地方公共団体の負担金を廃止するための法案、ＭＡＲＰＯＬ条約附属書の改正に対応し海洋環境の保全を図るための法案、高速自動車国道の整備に関する過程の透明性の向上を図る等のための法案、航空運送事業に従事する操縦士の安定的な確保等を図るための法案、賃貸住宅の家賃等の悪質な取立て行為の発生等を踏まえ、賃借人の居住の安定の確保を図るための法案、国際海陸一貫運送コンテナの自動車運送の安全を確保するための法案、天然ダム等の土砂災害から国民の生命及び身体を保護するための法案、我が国の排他的経済水域及び大陸棚の保全及び利用の促進のための法案に加え、前国会から継続審議となっております国際連合安全保障理事会決議第千八百七十四号等を踏まえ我が国が実施する貨物検査等に関する特別措置法案の合わせて十法案の御審議をお願いしたいと考えております']"
4,40,4_コクミン_国民_党_ジミン,"['コクミン', '国民', '党', 'ジミン', '自民', '憲法', '法', 'アベ', 'ロボット', '政府']","['\r\n\u3000多国籍軍への自衛隊の参加という今までにないこと、憲法上の疑義のある重大な問題について、なぜ、時間があったにもかかわらず、あらかじめ国会で政府方針を説明し国民の理解を求めようとしなかったのか、改めて総理の説明を求めます', '\r\n\u3000「自衛隊を動かしているのは「家族もいる生身の人間」で「ロボット」ではない」、「「違憲」と指摘されるような状態を何とかしてほしい」、安倍首相・自民党総裁は、「まずは不毛な自衛隊の「違憲」論に終止符を打つという判断ではないか', '\r\n\u3000「自衛隊を動かしているのは「家族もいる生身の人間」で「ロボット」ではない」、「「違憲」と指摘されるような状態を何とかしてほしい」、安倍首相・自民党総裁は、「まずは不毛な自衛隊の「違憲」論に終止符を打つという判断ではないか']"
5,25,5_条_憲法_判決_ハンケツ,"['条', '憲法', '判決', 'ハンケツ', 'ジョウ', 'ジョー', '自己', 'ジコ', 'ケンポー', 'ケンポウ']","['\r\n\u3000「例えば、自己又は自己と共に現場に所在する我が国要員の生命又は身体を防衛することは、いわば自己保存のための自然権的権利というべきものであるから、そのために必要な最小限の「武器の使用」は、憲法第九条第一項で禁止された「武力の行使」には当たらない', '\r\n\u3000そもそも、国連決議に基づく集団安全保障については憲法九条による国権の発動ではない、したがって、憲法九条の問題ではない、そういう議論もあるわけでありますが、政府は、それは日本の判断が加わっている以上、九条の問題であるというふうに考えてまいりました', '\r\n\u3000そもそも、国連決議に基づく集団安全保障については憲法九条による国権の発動ではない、したがって、憲法九条の問題ではない、そういう議論もあるわけでありますが、政府は、それは日本の判断が加わっている以上、九条の問題であるというふうに考えてまいりました']"
6,14,6_ヨサン_予算_費_ヒ,"['ヨサン', '予算', '費', 'ヒ', '国債', 'アカジ', '赤字', '金', 'エン', 'キン']","['特に、新型コロナの感染拡大以降、主に赤字国債を財源として巨額の予備費が計上されてきた中で、余った予備費が決算剰余金に回り、それを防衛費の増額に流用するということになれば、もはや、それはある種のマネーロンダリングにほかなりません', 'この予備費までひょっとしたら決算剰余金の中に入って、そしてその半分が防衛財源になるということになると、この予算では赤字国債は発行しませんといいながら、結局、種銭というのは、先ほどの金子参考人の意見と私は全く同じで、これは国債のマネーロンダリングでしかないんですよ', '○前原委員\u3000そういう答弁を求めているんじゃなくて、私が申し上げているのは、決算剰余金を防衛予算に使ってしまったら、補正予算が、大体毎年やっているわけじゃないですか、補正予算をやった場合においては、結局、赤字国債を発行するということになるから、この防衛力の強化資金については赤字国債を使わないということについてはまやかしじゃないか、トータルで考えたら、結局、赤字国債は増えるんじゃないかということを言っているということです']"
7,10,7_北朝鮮_中国_アダチ_前提,"['北朝鮮', '中国', 'アダチ', '前提', 'ミサイル', 'キタチョーセン', 'キタチョウセン', 'ナカ', '中', 'アシ']","['○岡田委員\u3000私の議論を余り聞いていただいていなかったのかもしれませんが、北朝鮮が数百発のミサイル、あるいは中国も同じですね、それ以上のものを持っているという中で、日本が攻撃能力を持って抑止力だというなら、それは中途半端なことでは済まなくなりますよ、それを本当に踏み切るんですか、憲法の議論は横に置いたとしても、それは果たして日本の防衛政策として適切なことなんですかということを私は聞いているわけであります', '○足立委員\u3000北朝鮮がミサイルを撃っている、大変安保情勢が厳しい中で、こうやって総理や防衛大臣の足を引っ張るというのは、何か北朝鮮とか中国と通じているのではないかと疑われても仕方がないような国会活動は本当に控えた方が僕はいいと思いますね', '○足立委員\u3000北朝鮮がミサイルを撃っている、大変安保情勢が厳しい中で、こうやって総理や防衛大臣の足を引っ張るというのは、何か北朝鮮とか中国と通じているのではないかと疑われても仕方がないような国会活動は本当に控えた方が僕はいいと思いますね']"
8,10,8_クリアランス_省_セキュリティー_ショー,"['クリアランス', '省', 'セキュリティー', 'ショー', 'ショウ', '大臣', 'ダイジン', 'ギム', '義務', 'カダイ']","['\r\n\u3000そうした考え方に基づいて、まず、我が国の安全保障上の最大の懸念は何かということを考えれば、それは明らかに島嶼防衛である、特に尖閣を中心とした離島の防衛が緊急課題であるというのは、恐らく多くの国民の皆さんが賛成をしていただけるところではないかというふうに思います', '私は、雇用主である防衛省に義務を課すだけでは不十分であって、使用者として配置転換や指揮命令の権限を持つ米軍にもこうした措置義務を課すなど、実効性のある対策を取るべきだと思いますが、防衛省、いかがですか', '\r\n\u3000こういったことを念頭にお尋ねしますが、小林経済安保担当大臣は、経済安全保障に関する機密情報の取扱資格者を政府が認定をする適性評価制度、セキュリティークリアランスについて、今後検討していくべき課題と述べておりますが、このようなセキュリティークリアランスに関与する組織につながりはしないのか']"
